county_fips,county_name,state_name,FINAL,votes_gop,votes_dem,total_votes,EstimatePOP2019
01001,Autauga County,Alabama,-0.505289159,19764,7450,27639,"55,869"
01003,Baldwin County,Alabama,-0.511969503,83055,24344,108945,"223,234"
01005,Barbour County,Alabama,-0.576399579,5605,4772,10457,"24,686"
01007,Bibb County,Alabama,-0.572519425,7508,1982,9573,"22,394"
01009,Blount County,Alabama,-0.525144399,24595,2627,27459,"57,826"
01011,Bullock County,Alabama,0.544302544,1143,3439,4603,"10,101"
01013,Butler County,Alabama,-0.513266146,5448,3953,9466,"19,448"
01015,Calhoun County,Alabama,-0.553338321,34964,15118,50743,"113,605"
01017,Chambers County,Alabama,-0.540837193,8748,6356,15269,"33,254"
01019,Cherokee County,Alabama,-0.53141701,10562,1619,12275,"26,196"
01021,Chilton County,Alabama,-0.566489601,16052,3056,19260,"44,428"
01023,Choctaw County,Alabama,-0.407339741,4294,3126,7461,"12,589"
01025,Clarke County,Alabama,-0.445347557,7310,5730,13102,"23,622"
01027,Clay County,Alabama,-0.477672837,5589,1262,6913,"13,235"
01029,Cleburne County,Alabama,-0.516431925,6472,672,7210,"14,910"
01031,Coffee County,Alabama,-0.576248519,16832,5050,22180,"52,342"
01033,Colbert County,Alabama,-0.55344762,17311,7057,24668,"55,241"
01035,Conecuh County,Alabama,-0.468053369,3435,2951,6419,"12,067"
01037,Coosa County,Alabama,-0.486823596,3626,1794,5472,"10,663"
01039,Covington County,Alabama,-0.529865853,14579,2717,17418,"37,049"
01041,Crenshaw County,Alabama,-0.519532385,4864,1700,6617,"13,772"
01043,Cullman County,Alabama,-0.501587718,36804,4454,41751,"83,768"
01045,Dale County,Alabama,-0.599385829,14281,5154,19699,"49,172"
01047,Dallas County,Alabama,0.519813958,5523,12228,17861,"37,196"
01049,DeKalb County,Alabama,-0.589976648,24744,4271,29322,"71,513"
01051,Elmore County,Alabama,-0.496472066,30089,10304,40891,"81,209"
01053,Escambia County,Alabama,-0.567029727,10844,4894,15861,"36,633"
01055,Etowah County,Alabama,-0.535925216,35343,11487,47460,"102,268"
01057,Fayette County,Alabama,-0.462887989,7295,1390,8756,"16,302"
01059,Franklin County,Alabama,-0.599387794,10364,2085,12564,"31,362"
01061,Geneva County,Alabama,-0.52274371,10844,1592,12538,"26,271"
01063,Greene County,Alabama,0.411786463,875,3880,4771,"8,111"
01065,Hale County,Alabama,0.459286056,3190,4687,7922,"14,651"
01067,Henry County,Alabama,-0.461435629,6593,2589,9266,"17,205"
01069,Houston County,Alabama,-0.567915226,32384,12738,45750,"105,882"
01071,Jackson County,Alabama,-0.542827258,19644,3709,23602,"51,626"
01073,Jefferson County,Alabama,0.507002261,138443,180936,324675,"658,573"
01075,Lamar County,Alabama,-0.479391525,6168,978,7187,"13,805"
01077,Lauderdale County,Alabama,-0.523892202,31578,11872,44149,"92,729"
01079,Lawrence County,Alabama,-0.515338355,12266,3544,15957,"32,924"
01081,Lee County,Alabama,-0.568620778,42019,27600,70980,"164,542"
01083,Limestone County,Alabama,-0.507112167,34337,13510,48754,"98,915"
01085,Lowndes County,Alabama,0.297758585,1835,4968,6830,"9,726"
01087,Macon County,Alabama,0.51865176,1539,7084,8697,"18,068"
01089,Madison County,Alabama,-0.479886514,102395,86885,193955,"372,909"
01091,Marengo County,Alabama,0.42310343,5337,5476,10882,"18,863"
01093,Marion County,Alabama,-0.535965532,12190,1457,13786,"29,709"
01095,Marshall County,Alabama,-0.591915184,33094,5880,39492,"96,774"
01097,Mobile County,Alabama,-0.56007115,100605,78754,181783,"413,210"
01099,Monroe County,Alabama,-0.487773115,6129,4425,10620,"20,733"
01101,Montgomery County,Alabama,0.565200498,33122,64065,98476,"226,486"
01103,Morgan County,Alabama,-0.553121266,39504,13159,53482,"119,679"
01105,Perry County,Alabama,0.415555307,1336,3849,5215,"8,923"
01107,Pickens County,Alabama,-0.515353738,5590,4017,9659,"19,930"
01109,Pike County,Alabama,-0.583378631,8020,5613,13796,"33,114"
01111,Randolph County,Alabama,-0.523633483,8548,2203,10824,"22,722"
01113,Russell County,Alabama,0.635824089,9796,11078,21108,"57,961"
01115,St. Clair County,Alabama,-0.504580391,36119,7698,44346,"89,512"
01117,Shelby County,Alabama,-0.474331885,79428,33036,114439,"217,702"
01119,Sumter County,Alabama,0.494487809,1598,4639,6282,"12,427"
01121,Talladega County,Alabama,-0.554990122,22210,13092,35591,"79,978"
01123,Tallapoosa County,Alabama,-0.482547626,14905,5815,20888,"40,367"
01125,Tuscaloosa County,Alabama,-0.571254568,50961,37514,89760,"209,355"
01127,Walker County,Alabama,-0.510303679,25947,4826,31106,"63,521"
01129,Washington County,Alabama,-0.45724611,6554,2253,8861,"16,326"
01131,Wilcox County,Alabama,0.432758122,1826,4036,5884,"10,373"
01133,Winston County,Alabama,-0.522916755,10187,974,11273,"23,629"
04001,Apache County,Arizona,0.661510426,7491,16574,24333,"71,887"
04003,Cochise County,Arizona,-0.568137418,31265,21980,54381,"125,922"
04005,Coconino County,Arizona,0.497407232,26519,44103,72110,"143,476"
04007,Gila County,Arizona,-0.486726647,18375,8943,27726,"54,018"
04009,Graham County,Arizona,-0.613100909,10747,4034,15026,"38,837"
04011,Greenlee County,Arizona,-0.611286587,2433,1182,3692,"9,498"
04012,La Paz County,Arizona,-0.683674436,4542,2050,6677,"21,108"
04013,Maricopa County,Arizona,0.545318894,977495,1023516,2039433,"4,485,414"
04015,Mohave County,Arizona,-0.510625362,77724,24687,103836,"212,181"
04017,Navajo County,Arizona,-0.536042696,27417,23217,51464,"110,924"
04019,Pima County,Arizona,0.521562067,197183,295049,501058,"1,047,279"
04021,Pinal County,Arizona,-0.646804483,92954,67814,163455,"462,789"
04023,Santa Cruz County,Arizona,0.579637834,6179,13121,19546,"46,498"
04025,Yavapai County,Arizona,-0.397194373,90280,49111,141719,"235,099"
04027,Yuma County,Arizona,-0.679929088,35766,31562,68427,"213,787"
05001,Arkansas County,Arkansas,-0.640626787,4301,1813,6284,"17,486"
05003,Ashley County,Arkansas,-0.597547947,5540,2119,7911,"19,657"
05005,Baxter County,Arkansas,-0.499952304,15810,4625,20968,"41,932"
05007,Benton County,Arkansas,-0.573097467,73605,41894,119166,"279,141"
05009,Boone County,Arkansas,-0.543091473,13644,3061,17103,"37,432"
05011,Bradley County,Arkansas,-0.661432686,2332,1208,3644,"10,763"
05013,Calhoun County,Arkansas,-0.587010985,1609,467,2143,"5,189"
05015,Carroll County,Arkansas,-0.589887245,7352,3941,11639,"28,380"
05017,Chicot County,Arkansas,0.595473414,1750,2252,4093,"10,118"
05019,Clark County,Arkansas,-0.451836918,6432,5341,12235,"22,320"
05021,Clay County,Arkansas,-0.644148169,4084,959,5178,"14,551"
05023,Cleburne County,Arkansas,-0.493679522,10292,1962,12617,"24,919"
05025,Cleveland County,Arkansas,-0.549019608,2857,649,3588,"7,956"
05027,Columbia County,Arkansas,-0.635503261,5469,2781,8550,"23,457"
05029,Conway County,Arkansas,-0.585484026,5672,2593,8641,"20,846"
05031,Craighead County,Arkansas,-0.652285828,25482,11854,38364,"110,332"
05033,Crawford County,Arkansas,-0.620200136,18566,4936,24025,"63,257"
05035,Crittenden County,Arkansas,0.664560525,7244,8325,16086,"47,955"
05037,Cross County,Arkansas,-0.579085206,4928,1759,6911,"16,419"
05039,Dallas County,Arkansas,-0.622057355,1573,963,2649,"7,009"
05041,Desha County,Arkansas,0.633570988,1920,2016,4163,"11,361"
05043,Drew County,Arkansas,-0.622427137,4338,2408,6879,"18,219"
05045,Faulkner County,Arkansas,-0.569357258,34338,18267,54264,"126,007"
05047,Franklin County,Arkansas,-0.598475868,5664,1298,7113,"17,715"
05049,Fulton County,Arkansas,-0.591408191,3944,1031,5098,"12,477"
05051,Garland County,Arkansas,-0.555339786,29065,14043,44193,"99,386"
05053,Grant County,Arkansas,-0.551218177,6791,1268,8197,"18,265"
05055,Greene County,Arkansas,-0.645537783,12651,3045,16066,"45,325"
05057,Hempstead County,Arkansas,-0.450352963,8067,3294,11835,"21,532"
05059,Hot Spring County,Arkansas,-0.629771105,9178,3053,12503,"33,771"
05061,Howard County,Arkansas,-0.635055295,3358,1333,4818,"13,202"
05063,Independence County,Arkansas,-0.617025777,11232,2798,14486,"37,825"
05065,Izard County,Arkansas,-0.575023846,4615,1019,5792,"13,629"
05067,Jackson County,Arkansas,-0.696393325,3583,1360,5076,"16,719"
05069,Jefferson County,Arkansas,0.625433976,9500,14882,25030,"66,824"
05071,Johnson County,Arkansas,-0.646248777,6867,2262,9402,"26,578"
05073,Lafayette County,Arkansas,-0.602506039,1730,820,2633,"6,624"
05075,Lawrence County,Arkansas,-0.642996465,4569,1080,5857,"16,406"
05077,Lee County,Arkansas,0.678446427,1286,1423,2848,"8,857"
05079,Lincoln County,Arkansas,-0.702856265,2725,1031,3870,"13,024"
05081,Little River County,Arkansas,-0.577616445,3714,1226,5178,"12,259"
05083,Logan County,Arkansas,-0.616975682,6438,1544,8222,"21,466"
05085,Lonoke County,Arkansas,-0.581770315,22884,6684,30660,"73,309"
05087,Madison County,Arkansas,-0.558699324,5630,1555,7315,"16,576"
05089,Marion County,Arkansas,-0.551874925,5767,1526,7481,"16,694"
05091,Miller County,Arkansas,-0.61842014,11907,4235,16506,"43,257"
05093,Mississippi County,Arkansas,-0.697744213,7262,4542,12287,"40,651"
05095,Monroe County,Arkansas,-0.579913446,1545,1146,2815,"6,701"
05097,Montgomery County,Arkansas,-0.57277988,3021,722,3839,"8,986"
05099,Nevada County,Arkansas,-0.593068347,2133,1076,3358,"8,252"
05101,Newton County,Arkansas,-0.484328647,3192,709,3998,"7,753"
05103,Ouachita County,Arkansas,-0.615387905,5253,3395,8993,"23,382"
05105,Perry County,Arkansas,-0.559349593,3466,1005,4607,"10,455"
05107,Phillips County,Arkansas,0.653863457,2393,3561,6155,"17,782"
05109,Pike County,Arkansas,-0.603844001,3519,644,4246,"10,718"
05111,Poinsett County,Arkansas,-0.684716083,5852,1388,7418,"23,528"
05113,Polk County,Arkansas,-0.575836506,7018,1242,8468,"19,964"
05115,Pope County,Arkansas,-0.61969347,18041,5747,24367,"64,072"
05117,Prairie County,Arkansas,-0.570205904,2764,646,3465,"8,062"
05119,Pulaski County,Arkansas,0.577791897,62389,98855,165468,"391,911"
05121,Randolph County,Arkansas,-0.623064929,5327,1203,6769,"17,958"
05123,St. Francis County,Arkansas,0.717772265,3221,3571,7054,"24,994"
05125,Saline County,Arkansas,-0.535246698,39519,16042,56903,"122,437"
05127,Scott County,Arkansas,-0.784164964,1790,364,2219,"10,281"
05129,Searcy County,Arkansas,-0.490166223,3365,587,4018,"7,881"
05131,Sebastian County,Arkansas,-0.633582889,31024,14371,46838,"127,827"
05133,Sevier County,Arkansas,-0.694125948,3884,1116,5202,"17,007"
05135,Sharp County,Arkansas,-0.567480793,5923,1392,7544,"17,442"
05137,Stone County,Arkansas,-0.526707181,4605,1173,5919,"12,506"
05139,Union County,Arkansas,-0.572204126,10446,5559,16548,"38,682"
05141,Van Buren County,Arkansas,-0.534360834,5962,1566,7704,"16,545"
05143,Washington County,Arkansas,-0.609230435,47229,43327,93467,"239,187"
05145,White County,Arkansas,-0.610313258,24057,5909,30689,"78,753"
05147,Woodruff County,Arkansas,-0.609335443,1543,849,2469,"6,320"
05149,Yell County,Arkansas,-0.685534886,5205,1275,6711,"21,341"
06001,Alameda County,California,0.701984469,80504,407954,498082,"1,671,329"
06003,Alpine County,California,0.34809566,238,473,736,"1,129"
06005,Amador County,California,-0.44068223,13503,8095,22234,"39,752"
06007,Butte County,California,0.554168606,46370,48629,97720,"219,186"
06009,Calaveras County,California,-0.509726609,13275,8804,22506,"45,905"
06011,Colusa County,California,-0.643941152,4399,3114,7672,"21,547"
06013,Contra Costa County,California,0.567985464,125703,363370,498340,"1,153,526"
06015,Del Norte County,California,-0.602114195,6201,4565,11066,"27,812"
06017,El Dorado County,California,-0.411718341,60259,50532,113446,"192,843"
06019,Fresno County,California,0.675986712,146741,170694,323722,"999,101"
06021,Glenn County,California,-0.660514916,6139,3315,9639,"28,393"
06023,Humboldt County,California,0.659024182,13756,31010,46222,"135,558"
06025,Imperial County,California,0.800877411,10300,25109,36084,"181,215"
06027,Inyo County,California,0.492931981,4436,4495,9147,"18,039"
06029,Kern County,California,-0.840606886,71254,69278,143486,"900,202"
06031,Kings County,California,-0.725807506,23169,17729,41935,"152,940"
06033,Lake County,California,0.828565216,3955,6874,11038,"64,386"
06035,Lassen County,California,-0.657083047,7722,2596,10484,"30,573"
06037,Los Angeles County,California,0.633946525,984383,2609329,3674850,"10,039,107"
06039,Madera County,California,-0.673260152,28133,22158,51405,"157,327"
06041,Marin County,California,0.475837049,20505,112921,135667,"258,826"
06043,Mariposa County,California,-0.406208219,5921,4056,10215,"17,203"
06045,Mendocino County,California,0.709841036,6312,18303,25171,"86,749"
06047,Merced County,California,0.760245606,28491,36676,66575,"277,680"
06049,Modoc County,California,-0.569618821,2675,1063,3805,"8,841"
06051,Mono County,California,0.549224592,2433,3884,6511,"14,444"
06053,Monterey County,California,0.697176203,34893,93874,131444,"434,061"
06055,Napa County,California,0.677786328,11368,32228,44383,"137,744"
06057,Nevada County,California,0.597854744,15716,23593,40116,"99,755"
06059,Orange County,California,0.55318211,630094,761290,1418956,"3,175,692"
06061,Placer County,California,-0.535175696,91472,89924,185153,"398,329"
06063,Plumas County,California,-0.417769979,6247,4465,10950,"18,807"
06065,Riverside County,California,0.792208686,223443,281657,513358,"2,470,546"
06067,Sacramento County,California,0.711013377,151776,287507,448524,"1,552,058"
06069,San Benito County,California,0.597344287,9242,15539,25290,"62,808"
06071,San Bernardino County,California,0.736439176,243419,320057,574585,"2,180,085"
06073,San Diego County,California,0.57887956,519950,856502,1405839,"3,338,330"
06075,San Francisco County,California,0.570628519,46296,325099,378512,"881,549"
06077,San Joaquin County,California,0.796410933,59346,93016,155165,"762,148"
06079,San Luis Obispo County,California,0.531469989,53438,76398,132646,"283,111"
06081,San Mateo County,California,0.629165128,54456,225185,284272,"766,573"
06083,Santa Barbara County,California,0.653235506,47471,103902,154830,"446,499"
06085,Santa Clara County,California,0.665672469,154515,478155,644534,"1,927,852"
06087,Santa Cruz County,California,0.492564409,25485,109745,138638,"273,213"
06089,Shasta County,California,-0.507102399,57894,28889,88761,"180,080"
06091,Sierra County,California,-0.35906822,1138,730,1926,"3,005"
06093,Siskiyou County,California,-0.47550472,12916,9379,22836,"43,539"
06095,Solano County,California,0.564767013,65558,124752,194829,"447,643"
06097,Sonoma County,California,0.600265811,40478,153342,197603,"494,336"
06099,Stanislaus County,California,0.694404896,79622,84668,168279,"550,660"
06101,Sutter County,California,-0.629074672,20038,15207,35969,"96,971"
06103,Tehama County,California,-0.669273554,13835,7241,21525,"65,084"
06105,Trinity County,California,-0.585266585,2513,2383,5095,"12,285"
06107,Tulare County,California,-0.733557846,65454,56159,124214,"466,195"
06109,Tuolumne County,California,-0.452623077,17302,11808,29820,"54,478"
06111,Ventura County,California,0.575874166,135555,216447,358813,"846,006"
06113,Yolo County,California,0.705514739,16128,47504,64934,"220,500"
06115,Yuba County,California,-0.760766767,10574,7800,18820,"78,668"
08001,Adams County,Colorado,0.546599384,94874,132951,234599,"517,421"
08003,Alamosa County,Colorado,-0.536807737,3676,3624,7519,"16,233"
08005,Arapahoe County,Colorado,0.471907888,126124,211498,346740,"656,590"
08007,Archuleta County,Colorado,-0.35633331,5126,3693,9030,"14,029"
08009,Baca County,Colorado,-0.387601229,1840,313,2193,"3,581"
08011,Bent County,Colorado,-0.600322754,1468,723,2229,"5,577"
08013,Boulder County,Colorado,0.406157648,39289,150247,193709,"326,196"
08014,Broomfield County,Colorado,0.342978784,16188,28871,46297,"70,465"
08015,Chaffee County,Colorado,0.330909805,6180,7112,13620,"20,356"
08017,Cheyenne County,Colorado,-0.396504642,966,127,1105,"1,831"
08019,Clear Creek County,Colorado,0.351546392,2618,3495,6290,"9,700"
08021,Conejos County,Colorado,-0.477026204,2269,1936,4291,"8,205"
08023,Costilla County,Colorado,0.477489066,713,1279,2031,"3,887"
08025,Crowley County,Colorado,-0.714568553,1262,427,1730,"6,061"
08027,Custer County,Colorado,-0.292423047,2433,1104,3586,"5,068"
08029,Delta County,Colorado,-0.381554457,13013,5862,19272,"31,162"
08031,Denver County,Colorado,0.51787583,59610,283816,350606,"727,211"
08033,Dolores County,Colorado,-0.303649635,1080,332,1431,"2,055"
08035,Douglas County,Colorado,-0.34365549,120661,104199,230478,"351,154"
08037,Eagle County,Colorado,0.484336169,9685,18095,28427,"55,127"
08039,Elbert County,Colorado,-0.305847581,13722,4395,18554,"26,729"
08041,El Paso County,Colorado,-0.479377515,200968,160265,375058,"720,403"
08043,Fremont County,Colorado,-0.476201426,17231,7170,25058,"47,839"
08045,Garfield County,Colorado,0.495945788,14404,15070,30274,"60,061"
08047,Gilpin County,Colorado,0.336376742,1815,2199,4143,"6,243"
08049,Grand County,Colorado,-0.389475022,4759,4579,9606,"15,734"
08051,Gunnison County,Colorado,0.376531898,3599,6976,10887,"17,462"
08053,Hinsdale County,Colorado,-0.229268293,353,255,632,820
08055,Huerfano County,Colorado,-0.363636364,2193,2071,4389,"6,897"
08057,Jackson County,Colorado,-0.372844828,680,173,873,"1,392"
08059,Jefferson County,Colorado,0.35419065,148043,217891,376430,"582,881"
08061,Kiowa County,Colorado,-0.358463727,795,98,902,"1,406"
08063,Kit Carson County,Colorado,-0.465689728,3084,644,3792,"7,097"
08065,Lake County,Colorado,0.515442353,1492,2287,3938,"8,127"
08067,La Plata County,Colorado,0.370751143,14146,20363,35377,"56,221"
08069,Larimer County,Colorado,0.373343719,91197,125765,223653,"356,899"
08071,Las Animas County,Colorado,-0.455604577,4255,3465,7897,"14,506"
08073,Lincoln County,Colorado,-0.538677425,2118,467,2630,"5,701"
08075,Logan County,Colorado,-0.53540988,7987,2201,10411,"22,409"
08077,Mesa County,Colorado,-0.446417223,53344,30106,85368,"154,210"
08079,Mineral County,Colorado,-0.019505852,425,317,754,769
08081,Moffat County,Colorado,-0.475720846,5627,1186,6964,"13,283"
08083,Montezuma County,Colorado,-0.411030058,9267,5802,15421,"26,183"
08085,Montrose County,Colorado,-0.420833528,16658,7648,24764,"42,758"
08087,Morgan County,Colorado,-0.538495941,9407,3741,13415,"29,068"
08089,Otero County,Colorado,-0.482492614,5696,3552,9459,"18,278"
08091,Ouray County,Colorado,0.200323102,1547,2341,3960,"4,952"
08093,Park County,Colorado,-0.361528257,6864,4786,12032,"18,845"
08095,Phillips County,Colorado,-0.422977726,1945,477,2461,"4,265"
08097,Pitkin County,Colorado,0.334215118,2739,8906,11829,"17,767"
08099,Prowers County,Colorado,-0.547568189,3977,1438,5507,"12,172"
08101,Pueblo County,Colorado,0.484865577,41502,43070,86761,"168,424"
08103,Rio Blanco County,Colorado,-0.419354839,3047,557,3672,"6,324"
08105,Rio Grande County,Colorado,-0.442620041,3645,2488,6280,"11,267"
08107,Routt County,Colorado,0.346009829,5883,10523,16767,"25,638"
08109,Saguache County,Colorado,0.510990621,1389,1857,3337,"6,824"
08111,San Juan County,Colorado,0.226648352,202,342,563,728
08113,San Miguel County,Colorado,0.381709255,1081,3890,5057,"8,179"
08115,Sedgwick County,Colorado,-0.358985765,1120,297,1441,"2,248"
08117,Summit County,Colorado,0.408919416,5275,12535,18330,"31,011"
08119,Teller County,Colorado,-0.33854577,11158,5224,16793,"25,388"
08121,Washington County,Colorado,-0.400366748,2537,363,2943,"4,908"
08123,Weld County,Colorado,-0.492156972,94965,65169,164791,"324,492"
08125,Yuma County,Colorado,-0.51242639,4037,763,4885,"10,019"
09001,Fairfield County,Connecticut,0.511689416,165734,288458,460639,"943,332"
09003,Hartford County,Connecticut,0.501835778,157872,279387,444223,"891,720"
09005,Litchfield County,Connecticut,-0.403653242,55618,50138,107541,"180,333"
09007,Middlesex County,Connecticut,0.393305671,40472,56404,98549,"162,436"
09009,New Haven County,Connecticut,0.534670088,158068,234322,397744,"854,757"
09011,New London County,Connecticut,0.474020196,57071,79395,139493,"265,206"
09013,Tolland County,Connecticut,0.465621911,34819,44002,80542,"150,721"
09015,Windham County,Connecticut,-0.510618075,29193,26721,57151,"116,782"
10001,Kent County,Delaware,0.519000365,40976,44518,86958,"180,786"
10003,New Castle County,Delaware,0.487907895,87685,194238,286133,"558,753"
10005,Sussex County,Delaware,-0.447996584,71196,56657,129293,"234,225"
11001,District of Columbia,District of Columbia,0.955706632,1149,29509,31260,"705,749"
12001,Alachua County,Florida,0.469289296,50891,89527,142784,"269,043"
12003,Baker County,Florida,-0.517904827,11911,2037,14082,"29,210"
12005,Bay County,Florida,-0.467530981,65993,25538,93025,"174,705"
12007,Bradford County,Florida,-0.515974611,10334,3160,13650,"28,201"
12009,Brevard County,Florida,-0.400829316,207857,148479,360666,"601,942"
12011,Broward County,Florida,0.509730241,333346,618597,957388,"1,952,778"
12013,Calhoun County,Florida,-0.537114498,5269,1206,6529,"14,105"
12015,Charlotte County,Florida,-0.383404796,73202,42240,116481,"188,910"
12017,Citrus County,Florida,-0.377088943,65230,27049,93223,"149,657"
12019,Clay County,Florida,-0.432059913,84422,38248,124522,"219,252"
12021,Collier County,Florida,-0.458984365,128936,77595,208238,"384,902"
12023,Columbia County,Florida,-0.539115029,23835,8912,33039,"71,686"
12027,DeSoto County,Florida,-0.666429831,8313,4259,12676,"38,001"
12029,Dixie County,Florida,-0.514441935,6757,1364,8170,"16,826"
12031,Duval County,Florida,0.485718164,233687,252450,492556,"957,755"
12033,Escambia County,Florida,-0.46496249,96655,70893,170311,"318,316"
12035,Flagler County,Florida,-0.37632624,42991,28124,71773,"115,081"
12037,Franklin County,Florida,-0.434474227,4675,2118,6857,"12,125"
12039,Gadsden County,Florida,0.47912834,7461,16139,23783,"45,660"
12041,Gilchrist County,Florida,-0.478796685,7895,1700,9685,"18,582"
12043,Glades County,Florida,-0.623416118,3781,1384,5201,"13,811"
12045,Gulf County,Florida,-0.400982477,6111,1985,8170,"13,639"
12047,Hamilton County,Florida,-0.595785972,3811,1959,5832,"14,428"
12049,Hardee County,Florida,-0.684708765,6122,2298,8493,"26,937"
12051,Hendry County,Florida,-0.691970872,7898,4925,12944,"42,022"
12053,Hernando County,Florida,-0.43700495,70321,37446,109176,"193,920"
12055,Highlands County,Florida,-0.508637652,34846,16917,52193,"106,221"
12057,Hillsborough County,Florida,0.51508117,327306,376196,713785,"1,471,968"
12059,Holmes County,Florida,-0.537543967,8074,924,9072,"19,617"
12061,Indian River County,Florida,-0.389587489,58797,37801,97619,"159,923"
12063,Jackson County,Florida,-0.516977636,15488,6766,22419,"46,414"
12065,Jefferson County,Florida,-0.40621929,4474,3893,8459,"14,246"
12067,Lafayette County,Florida,-0.5657801,3126,507,3657,"8,422"
12069,Lake County,Florida,-0.424397605,125687,83273,211314,"367,118"
12071,Lee County,Florida,-0.487803295,233242,157672,394687,"770,577"
12073,Leon County,Florida,0.445146501,57446,103492,162895,"293,582"
12075,Levy County,Florida,-0.442449943,16721,6189,23140,"41,503"
12077,Liberty County,Florida,-0.573617429,2846,693,3562,"8,354"
12079,Madison County,Florida,-0.492781052,5576,3747,9380,"18,493"
12081,Manatee County,Florida,-0.460916596,124966,90127,217387,"403,253"
12083,Marion County,Florida,-0.440402758,127744,74802,204577,"365,579"
12085,Martin County,Florida,-0.385795031,61133,36873,98887,"161,000"
12086,Miami-Dade County,Florida,0.573564378,532734,617647,1158600,"2,716,940"
12087,Monroe County,Florida,-0.352346823,25668,21848,48074,"74,228"
12089,Nassau County,Florida,-0.336214386,42502,15542,58828,"88,625"
12091,Okaloosa County,Florida,-0.447252038,79633,34165,116485,"210,738"
12093,Okeechobee County,Florida,-0.621419086,11460,4380,15964,"42,168"
12095,Orange County,Florida,0.53437291,245325,394857,648829,"1,393,452"
12097,Osceola County,Florida,0.539591378,73467,97278,172999,"375,751"
12099,Palm Beach County,Florida,0.482724133,334642,433392,774243,"1,496,770"
12101,Pasco County,Florida,-0.45530168,179545,118918,301734,"553,947"
12103,Pinellas County,Florida,0.424953538,275949,277191,560668,"974,996"
12105,Polk County,Florida,-0.526167359,194271,144775,343423,"724,777"
12107,Putnam County,Florida,-0.511761785,25496,10512,36384,"74,521"
12109,St. Johns County,Florida,-0.331466872,110886,63808,176942,"264,672"
12111,St. Lucie County,Florida,-0.475109428,86825,84115,172320,"328,297"
12113,Santa Rosa County,Florida,-0.420241654,77349,27582,106857,"184,313"
12115,Sarasota County,Florida,-0.375997713,148065,119892,270656,"433,742"
12117,Seminole County,Florida,0.445859279,125217,132486,261458,"471,826"
12119,Sumter County,Florida,-0.300709863,62753,29326,92600,"132,420"
12121,Suwannee County,Florida,-0.525361911,16410,4485,21082,"44,417"
12123,Taylor County,Florida,-0.530112662,7748,2299,10135,"21,569"
12125,Union County,Florida,-0.590011157,5130,1052,6247,"15,237"
12127,Volusia County,Florida,-0.443358203,173797,130541,307981,"553,284"
12129,Wakulla County,Florida,-0.453599692,12868,5346,18435,"33,739"
12131,Walton County,Florida,-0.409971514,32942,10336,43704,"74,071"
12133,Washington County,Florida,-0.515761787,9876,2347,12335,"25,473"
13001,Appling County,Georgia,-0.546339606,6526,1779,8341,"18,386"
13003,Atkinson County,Georgia,-0.613594611,2300,825,3155,"8,165"
13005,Bacon County,Georgia,-0.581870297,4018,625,4668,"11,164"
13007,Baker County,Georgia,-0.488150099,897,652,1555,"3,038"
13009,Baldwin County,Georgia,0.59342838,8903,9140,18251,"44,890"
13011,Banks County,Georgia,-0.541800977,7795,932,8813,"19,234"
13013,Barrow County,Georgia,-0.543284479,26804,10453,38017,"83,240"
13015,Bartow County,Georgia,-0.531585884,37673,12091,50466,"107,738"
13017,Ben Hill County,Georgia,-0.607185629,4110,2392,6560,"16,700"
13019,Berrien County,Georgia,-0.601433211,6409,1268,7731,"19,397"
13021,Bibb County,Georgia,0.538890956,26506,43234,70623,"153,159"
13023,Bleckley County,Georgia,-0.556746679,4328,1311,5706,"12,873"
13025,Brantley County,Georgia,-0.594641269,6991,699,7746,"19,109"
13027,Brooks County,Georgia,-0.540661189,4260,2790,7100,"15,457"
13029,Bryan County,Georgia,-0.461478285,14244,6739,21340,"39,627"
13031,Bulloch County,Georgia,-0.622098282,18386,11243,30084,"79,608"
13033,Burke County,Georgia,-0.522673458,5400,5209,10684,"22,383"
13035,Butts County,Georgia,-0.527350016,8403,3271,11786,"24,936"
13037,Calhoun County,Georgia,0.645661658,923,1259,2193,"6,189"
13039,Camden County,Georgia,-0.566677642,15251,7967,23688,"54,666"
13043,Candler County,Georgia,-0.590854392,3129,1258,4420,"10,803"
13045,Carroll County,Georgia,-0.546019735,37476,16238,54474,"119,992"
13047,Catoosa County,Georgia,-0.51624741,25167,6932,32692,"67,580"
13049,Charlton County,Georgia,-0.659124851,3419,1102,4565,"13,392"
13051,Chatham County,Georgia,0.539477594,53191,78181,133289,"289,430"
13053,Chattahoochee County,Georgia,-0.854222059,880,667,1590,"10,907"
13055,Chattooga County,Georgia,-0.59457824,8064,1854,10050,"24,789"
13057,Cherokee County,Georgia,-0.441216819,99474,42683,144598,"258,773"
13059,Clarke County,Georgia,0.600891445,14412,35969,51218,"128,331"
13061,Clay County,Georgia,0.494001411,637,790,1434,"2,834"
13063,Clayton County,Georgia,0.619932525,15671,94365,111077,"292,256"
13065,Clinch County,Georgia,-0.567240858,2105,747,2864,"6,618"
13067,Cobb County,Georgia,0.483498456,164965,221234,392614,"760,141"
13069,Coffee County,Georgia,-0.650082037,10532,4463,15142,"43,273"
13071,Colquitt County,Georgia,-0.647368421,11776,4185,16080,"45,600"
13073,Columbia County,Georgia,-0.486618936,49952,29175,80454,"156,714"
